6.129  7426.950433  0.276035
6.241783  114.911143  240.449616
6.366899  7.67287  210.459069
6.468652  124.223026  316.159137
6.590155  205.426129  67.760742
6.715653  395.226694  365.400207
6.829431  333.281091  240.153014
7.029519  186.317699  429.728046
7.155226  105.64257  216.592506
7.281358  200.424472  134.981204
7.389062  346.133842  200.91001
7.501202  442.304708  271.28474
7.614947  5.626615  196.103111
7.724635  233.390422  131.184598
7.873838  169.433853  208.080426
7.977451  128.168314  296.249627
8.093266  109.139954  318.2552
8.225889  185.789076  271.226781
8.330723  470.078112  340.843315
8.439588  235.154149  243.368341
8.541688  136.337321  144.440246
8.711768  222.952855  421.6987
8.851841  99.377357  125.078645
8.958526  233.959268  112.74764
9.084972  197.395846  266.360164
9.196334  116.377634  341.165647
9.335679  95.30301  191.450594
9.444586  119.000497  272.69409
9.556247  554.534913  251.807365
9.669364  217.828212  226.058336
9.854848  68.146078  339.878973
9.955092  258.56741  207.554084
10.104458  167.106423  242.837117
10.218797  436.595849  204.400706
10.369858  87.911417  422.565648
10.471129  259.108355  470.597562
10.581796  228.433216  219.652379
10.793416  119.459319  231.082021
10.966947  285.827799  331.423936
11.076908  117.859914  320.888533
11.196728  213.65317  221.836462
11.319035  108.579264  297.403617
11.436165  215.829812  365.696902
11.571337  184.653081  128.196236
11.698049  102.27898  198.703972
11.801539  241.182681  223.320484
11.947382  255.618572  247.892442
12.076499  100.373862  302.014538
12.248836  148.546015  197.080626
12.367739  318.916076  237.272367
12.485169  209.826586  132.739479
12.590389  246.342166  283.612087
12.699516  228.722645  291.464853
12.826986  297.482022  222.374708
13.312028  29.358317  307.328675
13.414642  12.473931  367.720225
13.519245  238.616864  20.107342
13.652617  277.11842  230.380184
13.78679  183.643326  125.259373
13.892054  468.15903  212.812038
14.002777  556.341649  340.348275
14.123458  306.263176  695.047412
14.542616  0.763435  140.99402
14.679107  273.13141  218.715437
14.820545  93.892472  340.590873
14.931624  446.530289  311.326443
15.069283  96.470338  251.012729
15.209043  354.89414  198.647514
15.319001  120.773012  116.224693
15.420436  495.296297  180.580267
17.649499  17.298743  594.613558
17.79384  175.140784  232.890064
17.906037  222.466823  304.083976
18.012119  119.152581  190.987155
18.164094  170.554748  300.859702
18.311906  168.863559  18.883715
18.413122  368.31827  239.346681
18.543383  101.94969  306.116181
18.710499  226.907976  100.455488
18.814064  244.098374  326.689079
18.95021  183.33277  312.425835
19.066963  216.525226  215.416347
19.169965  125.822039  201.018081
19.294693  202.681413  180.022362
19.460402  152.5567  340.1264
19.591124  193.387077  320.669371
19.702865  223.375102  237.647168
19.818422  213.227548  234.819526
19.966256  166.673042  199.147675

